termID,PathTerm,ThesXrefType
2044449,Authorities\Attributes\Objects\Subject Specific\Still life\tool\rope,Subject Specific
2044450,Authorities\Attributes\Objects\Subject Specific\Figure female\fragment\vagina,Subject Specific
2044451,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Parliament,Subject Specific
2044452,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Pantheon,Subject Specific
2044453,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Chambre des Deputes,Subject Specific
2044455,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Odeon,Subject Specific
2044456,Authorities\Attributes\Objects\Subject Specific\Architecture\bridge\Pont de la Concorde,Subject Specific
2044457,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\United Nations,Subject Specific
2044458,Authorities\Attributes\Objects\Subject Specific\Cityscape\Indiana\Garrett,Subject Specific
2044459,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\railroad station,Subject Specific
2044459,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\railroad station,Tools and Equipment
2044461,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\stadium,Subject Specific
2044463,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\hospital,Subject Specific
2044465,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Carnegie Hall,Subject Specific
2044466,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\library,Subject Specific
2044467,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Palace of Justice,Subject Specific
2044468,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Pennsylvania Station,Subject Specific
2044469,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Alexandrofski Prison,Subject Specific
2044470,Authorities\Attributes\Objects\Subject Specific\Cityscape\California\Stockton,Subject Specific
2044471,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\courthouse,Subject Specific
2044472,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Clinton Hall,Subject Specific
2044473,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\U. S. Treasury,Subject Specific
2044474,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\West Street,Subject Specific
2044475,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Grand Central Station,Subject Specific
2044477,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Apollo Theater,Subject Specific
2044478,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\community center,Subject Specific
2044479,Authorities\Attributes\Objects\Subject Specific\Landscape\U.S.S.R.\Stalinabad,Subject Specific
2044480,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Knesseth,Subject Specific
2044481,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Governor's Palace,Subject Specific
2044482,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\World in Wax Museum,Subject Specific
2044483,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Trail Drive-In,Subject Specific
2044484,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Seattle Space Needle,Subject Specific
2044485,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\detail\dome,Subject Specific
2044486,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Louisiana State House,Subject Specific
2044487,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Smithsonian Castle,Subject Specific
2044488,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\post office,Subject Specific
2044489,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\hospital,Subject Specific
2044490,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\airport,Subject Specific
2044492,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Grand Central Station,Subject Specific
2044493,Authorities\Attributes\Objects\Subject Specific\Animal\panda,Subject Specific
2044495,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\recreation,Subject Specific
2044496,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Yankee Stadium,Subject Specific
2044497,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\education\Princeton University,Subject Specific
2044498,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\New Jersey State House,Subject Specific
2044499,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\voting booth,Subject Specific
2044500,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Illinois State House,Subject Specific
2044501,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Moscone Convention Center,Subject Specific
2044503,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\commercial\U. S. Olympic Training Center,Subject Specific
2044504,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Davis, Michael\full length",Subject Specific
2044505,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\53rd Street Station,Subject Specific
2044506,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Central Park Zoo,Subject Specific
2044507,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\A & P Supermarket,Subject Specific
2044508,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\commercial\Radio Co.,Subject Specific
2044509,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\U. S. Mint,Subject Specific
2044510,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Ford, Gerald\head",Subject Specific
2044511,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Hampton County courthouse,Subject Specific
2044512,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Chamber of Commerce,Subject Specific
2044514,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Jefferson County Courthouse,Subject Specific
2044515,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\police station,Subject Specific
2044516,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Logan County Courthouse,Subject Specific
2044517,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Washington County Courthouse,Subject Specific
2044519,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Thomas P. O'Neill Federal Building,Subject Specific
2044520,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\RKO Palace,Subject Specific
2044521,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Port Authority Bus Terminal,Subject Specific
2044522,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\domestic\bathroom,Subject Specific
2044523,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Lafayette Theater,Subject Specific
2044524,Authorities\Attributes\Objects\Subject Specific\Object\other\appliance,Subject Specific
2044525,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Portland,Subject Specific
2044526,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Longfellow,Subject Specific
2044527,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Museum of Natural History,Subject Specific
2044528,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Tower of Hypacus,Subject Specific
2044529,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\military\U. S. Coast Guard building,Subject Specific
2044530,Authorities\Attributes\Objects\Subject Specific\Monument\equestrian\San Martin,Subject Specific
2044532,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Apollo Theater,Subject Specific
2044533,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Toussaint l'Ouverture, Pierre Dominique\full length",Subject Specific
2044534,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\airport,Subject Specific
2044535,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\commercial\Ishi Bar,Subject Specific
2044536,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\commercial\tavern,Subject Specific
2044539,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Treasury Building,Subject Specific
2044540,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Edwards,Subject Specific
2044541,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\Uptown Theater,Subject Specific
2044542,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Joseph P. Addabbo Federal Building,Subject Specific
2044543,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\detail\balcony,Subject Specific
2044544,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Picasso, Pablo\knee length",Subject Specific
2044545,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Vollard, Ambroise\knee length",Subject Specific
2044546,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\St. Vincent's Hospital,Subject Specific
2044547,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\Symphony Hall,Subject Specific
2044548,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\National Postal Museum,Subject Specific
2044549,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\U. S. Legation,Subject Specific
2044550,Authorities\Attributes\Objects\Subject Specific\Cityscape\Tennessee\Chattanooga,Subject Specific
2044551,Authorities\Attributes\Objects\Subject Specific\Cityscape\Michigan\Kalamazoo,Subject Specific
2044554,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Schaghticoke,Subject Specific
2044555,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Marti,Subject Specific
2044559,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Marti, Jose\bust",Subject Specific
2044560,Authorities\Attributes\Objects\Subject Specific\Object\written matter\sign,Subject Specific
2044561,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\prison,Subject Specific
2044562,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\bus station,Subject Specific
2044563,Authorities\Attributes\Objects\Subject Specific\Architecture Interior\civic\bus station,Subject Specific
2044564,Authorities\Attributes\Objects\Subject Specific\Monument\tomb\Jay,Subject Specific
2044571,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Crump, John\head",Subject Specific
2044572,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Northington, Ted\head",Subject Specific
2044573,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Stokes, George\head",Subject Specific
2044574,Authorities\Attributes\Objects\Subject Specific\Monument\memorial\Beethoven,Subject Specific
2044576,Authorities\Attributes\Objects\Subject Specific\Landscape\Ohio\Elyria,Subject Specific
2044577,Authorities\Attributes\Objects\Subject Specific\Cityscape\Wisconsin\Racine,Subject Specific
2044578,Authorities\Attributes\Objects\Subject Specific\Landscape\Minnesota\St. Cloud,Subject Specific
2044579,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Emmet,Subject Specific
2044580,Authorities\Attributes\Objects\Subject Specific\Landscape\Colorado\Aspen,Subject Specific
2044581,Authorities\Attributes\Objects\Subject Specific\Landscape\Connecticut\Waterbury,Subject Specific
2044582,Authorities\Attributes\Objects\Subject Specific\Architecture Exterior\civic\federal building,Subject Specific
2044583,Authorities\Attributes\Objects\Subject Specific\Object\written matter\newspaper,Subject Specific
2044584,Authorities\Attributes\Objects\Subject Specific\Monument\memorial\Harriman,Subject Specific
2044585,Authorities\Attributes\Objects\Subject Specific\Landscape\Connecticut\Chester,Subject Specific
2044586,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Putnam,Subject Specific
2044587,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Paterson,Subject Specific
2044588,Authorities\Attributes\Objects\Subject Specific\Monument\memorial\Graupe,Subject Specific
2044589,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Artigas,Subject Specific
2044590,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Little Falls,Subject Specific
